Document,Topic,Weight
2642,0,0.5630821
2643,0,0.49481913
2644,0,0.873227
2645,1,0.4807982
2646,2,0.48326957
2647,3,0.8627944
2648,1,0.9009681
2649,0,0.9330303
2650,3,0.9154448
2651,3,0.83301485
2652,0,0.89554477
2653,0,0.8978879
2654,3,0.60810566
2655,0,0.6365813
2656,0,0.8184618
2657,2,0.52209145
2658,0,0.4743066
2659,1,0.91081333
2660,1,0.6583352
2661,1,0.62763816
2662,3,0.8597232
2663,3,0.8759158
2664,0,0.70821
2665,0,0.8805625
2666,0,0.53012687
2667,0,0.7178201
2668,3,0.8807166
2669,0,0.86357784
2670,0,0.9093235
2671,1,0.9039312
2672,1,0.9088371
2673,1,0.78185487
2674,3,0.4692481
2675,3,0.52815926
2676,3,0.7475917
2677,2,0.57707506
2678,1,0.59119403
2679,1,0.8603023
2680,0,0.9060551
2681,0,0.8933939
2682,3,0.66754556
2683,0,0.90271103
2684,0,0.837587
2685,1,0.5984267
2686,0,0.61034715
2687,1,0.85776997
2688,3,0.6733306
2689,0,0.39334217
2690,1,0.8993594
2691,2,0.876306
2692,1,0.8752625
2693,0,0.65226513
2694,2,0.9212572
2695,2,0.5575726
2696,0,0.5020302
2697,0,0.9216034
2698,1,0.55318063
2699,2,0.56412834
2700,1,0.87438196
2701,3,0.8838085
2702,1,0.9190779
2703,0,0.6229956
2704,1,0.5682641
2705,0,0.5384189
2706,0,0.8632121
2707,1,0.91202325
2708,1,0.47540262
2709,0,0.7100592
2710,2,0.53990144
2711,2,0.8576915
2712,0,0.49468064
2713,1,0.7334976
2714,0,0.8854565
2715,1,0.6749036
2716,1,0.91323185
2717,0,0.5283767
2718,1,0.71330863
2719,2,0.8847088
2720,1,0.74641436
2721,0,0.6692007
2722,1,0.8713209
2723,0,0.8006287
2724,0,0.55744535
2725,0,0.50974774
2726,0,0.8644425
2727,1,0.8984634
2728,0,0.90463376
2729,2,0.87154984
2730,1,0.8857471
2731,2,0.89158887
2732,0,0.62995744
2733,2,0.8219012
2734,1,0.9005607
2735,1,0.71024585
2736,0,0.51873434
2737,0,0.53408235
2738,3,0.52896535
2739,1,0.8790749
2740,0,0.49060708
2741,1,0.52843887
2742,2,0.8891032
2743,0,0.8914749
2744,0,0.89601386
2745,1,0.89258265
2746,0,0.8864849
2747,0,0.45864528
2748,0,0.88196033
2749,3,0.87512726
2750,0,0.8718386
2751,0,0.8954354
2752,2,0.84493995
2753,1,0.8984893
2754,1,0.9124924
2755,1,0.87305635
2756,0,0.92715985
2757,0,0.8984079
2758,1,0.3569378
2759,3,0.8946153
2760,2,0.6606599
2761,1,0.53633124
2762,0,0.88178384
2763,2,0.90995944
2764,2,0.6509551
2765,0,0.8897084
2766,0,0.7784038
2767,0,0.9001429
2768,0,0.8250045
2769,0,0.90965205
2770,2,0.90715885
2771,2,0.80004567
2772,0,0.89822745
2773,1,0.61059105
2774,0,0.8458425
2775,1,0.87286323
2776,1,0.82829064
2777,2,0.8539778
2778,0,0.8469138
2779,1,0.8214724
2780,0,0.8974173
2781,0,0.91015345
2782,0,0.8660164
2783,3,0.59022224
2784,0,0.78552926
2785,3,0.88398415
2786,0,0.9101546
2787,3,0.8661954
2788,1,0.89140165
2789,2,0.9029228
2790,1,0.88910913
2791,2,0.9060914
2792,1,0.8934577
2793,1,0.90776944
2794,0,0.52014685
2795,1,0.88474506
2796,3,0.8982253
2797,0,0.4054136
2798,2,0.811598
2799,0,0.8727971
2800,0,0.9203134
2801,0,0.83147955
2802,0,0.9055014
2803,0,0.9139444
2804,2,0.90952635
2805,0,0.6560507
2806,2,0.7694362
2807,2,0.49426973
2808,0,0.91574985
2809,0,0.9045413
2810,2,0.8843531
2811,0,0.5194348
2812,2,0.90732414
2813,2,0.49236667
2814,1,0.8532028
2815,3,0.75931996
2816,0,0.83785003
2817,1,0.8807708
2818,1,0.5489735
2819,0,0.5363888
2820,3,0.59477085
2821,1,0.54573005
2822,0,0.8825968
2823,1,0.80656
2824,0,0.8234654
2825,0,0.8807021
2826,1,0.47928095
2827,3,0.4867751
2828,0,0.7037505
2829,2,0.5285429
2830,0,0.9154998
2831,0,0.84625
2832,3,0.54989654
2833,3,0.6043556
2834,0,0.8790693
2835,1,0.7440248
2836,0,0.8753155
2837,0,0.47873145
2838,2,0.92076564
2839,0,0.5230788
2840,1,0.7273167
2841,1,0.86024296
2842,1,0.84905905
2843,2,0.8194189
2844,1,0.90012527
2845,2,0.75184005
2846,0,0.8784069
2847,3,0.8735586
2848,0,0.8985329
2849,0,0.84456104
2850,1,0.87987137
2851,2,0.8902132
2852,0,0.5235635
2853,0,0.89792156
2854,0,0.74594796
2855,0,0.63183266
2856,0,0.51240534
2857,1,0.8852907
2858,1,0.7473985
2859,0,0.9115177
2860,0,0.5497328
2861,1,0.89930886
2862,3,0.5443329
2863,1,0.91799337
2864,0,0.6414584
2865,0,0.75320274
2866,3,0.8650368
2867,0,0.76133025
2868,0,0.8008969
2869,0,0.867995
2870,0,0.830089
2871,1,0.85341454
2872,1,0.91054034
2873,2,0.79664385
2874,0,0.4871174
2875,2,0.8704201
2876,0,0.9280848
2877,1,0.89907175
2878,0,0.9024565
2879,0,0.5166595
2880,2,0.8964343
2881,2,0.7551739
2882,3,0.90055335
2883,3,0.8722663
2884,2,0.5395296
2885,0,0.50268346
2886,0,0.8066902
2887,1,0.6070388
2888,1,0.9140151
2889,2,0.6948297
2890,0,0.9056445
2891,1,0.8981172
2892,1,0.88669884
2893,0,0.7241251
2894,0,0.73012036
2895,1,0.8736564
2896,1,0.6224646
2897,1,0.8955671
2898,1,0.6171127
2899,0,0.7538027
2900,1,0.9127117
2901,3,0.6218456
2902,0,0.79581094
2903,1,0.8671211
2904,2,0.9164964
2905,3,0.50178456
2906,2,0.90524316
2907,0,0.7041995
2908,1,0.9293925
2909,0,0.59305173
2910,0,0.8721049
2911,3,0.5243286
2912,1,0.7899086
2913,3,0.90668654
2914,0,0.6681206
2915,1,0.8667095
2916,3,0.90176094
2917,1,0.6515376
2918,3,0.7165145
2919,0,0.78073657
2920,2,0.8777634
2921,1,0.8842689
2922,2,0.7442685
2923,1,0.85682607
2924,0,0.8734183
2925,1,0.91042906
2926,1,0.8948278
2927,0,0.93748236
2928,2,0.9072247
2929,3,0.70464367
2930,2,0.8979501
2931,0,0.8867953
2932,0,0.8353611
2933,0,0.68543583
2934,1,0.4290343
2935,2,0.5517731
2936,1,0.8920768
2937,0,0.8902671
2938,1,0.9316216
2939,1,0.71597534
2940,0,0.80148125
2941,0,0.91483706
2942,0,0.5014715
2943,0,0.84686124
2944,3,0.823219
2945,1,0.7197463
2946,1,0.3630022
2947,3,0.5547141
2948,2,0.5466716
2949,0,0.8986405
2950,1,0.6860814
2951,0,0.7860297
2952,0,0.8927561
2953,1,0.9050759
2954,0,0.38629326
2955,2,0.7567817
2956,0,0.52866036
2957,1,0.55152166
2958,1,0.9036534
2959,1,0.8851665
2960,1,0.59012026
2961,0,0.659851
2962,2,0.548726
2963,0,0.90378904
2964,0,0.6141726
2965,0,0.85992414
2966,3,0.90163815
2967,0,0.92240125
2968,0,0.9181031
2969,2,0.41052508
2970,0,0.9003634
2971,1,0.62239647
2972,1,0.88011676
2973,1,0.71767426
2974,3,0.87105644
2975,1,0.517015
2976,0,0.74694383
2977,0,0.68541133
2978,1,0.90006125
2979,0,0.5406698
2980,2,0.5653538
2981,0,0.573821
2982,2,0.57765126
2983,1,0.896087
2984,2,0.8806324
2985,1,0.78756785
2986,0,0.8650074
2987,1,0.91846454
2988,1,0.60405195
2989,0,0.8990022
2990,3,0.5165857
2991,2,0.85149276
2992,2,0.87020653
2993,1,0.89247215
2994,3,0.7841154
2995,1,0.7970943
2996,1,0.69363135
2997,1,0.5281791
2998,0,0.85369027
2999,1,0.8825415
3000,1,0.8987662
3001,0,0.93487495
3002,2,0.8966464
3003,0,0.42185423
3004,1,0.56634474
3005,1,0.8661599
3006,0,0.55784976
3007,1,0.8749552
3008,0,0.91048753
3009,2,0.8764106
3010,1,0.873284
3011,2,0.650349
3012,0,0.5017924
3013,1,0.70594335
3014,0,0.7621926
3015,0,0.85124373
3016,0,0.91510546
3017,3,0.85323465
3018,1,0.8670763
3019,0,0.8674624
3020,3,0.851087
3021,0,0.90984106
3022,0,0.8781227
3023,1,0.88139975
3024,1,0.5589167
3025,0,0.8772534
3026,0,0.7118571
3027,1,0.9144488
3028,0,0.92552024
3029,1,0.9121914
3030,0,0.6278663
3031,3,0.49687517
3032,1,0.57711124
3033,0,0.90977466
3034,0,0.9186639
3035,0,0.9092322
3036,0,0.8781343
3037,0,0.77731115
3038,3,0.8683903
3039,1,0.7396334
3040,0,0.84126896
3041,0,0.888032
3042,0,0.90254605
3043,3,0.5027564
3044,0,0.94102085
3045,0,0.58776397
3046,1,0.64083153
3047,0,0.84260356
3048,1,0.8684746
3049,0,0.89738244
3050,3,0.54560053
3051,1,0.7833542
3052,1,0.8770166
3053,1,0.75119394
3054,0,0.57573146
3055,1,0.5143076
3056,1,0.8438981
3057,0,0.8746385
3058,3,0.79950595
3059,2,0.8855557
3060,2,0.89758354
3061,2,0.4921914
3062,0,0.89480186
3063,2,0.7620948
3064,1,0.9127132
3065,3,0.83439726
3066,1,0.8775518
3067,0,0.55727524
3068,1,0.8935379
3069,1,0.84799653
3070,1,0.71504164
3071,2,0.5159884
3072,2,0.8007791
3073,3,0.59912556
3074,1,0.9106578
3075,2,0.48795685
3076,3,0.89641696
3077,0,0.90862066
3078,1,0.8586686
3079,3,0.71391845
3080,1,0.7537635
3081,1,0.9233893
3082,3,0.4222305
3083,0,0.52325475
3084,1,0.90617573
3085,0,0.896616
3086,1,0.67041326
3087,0,0.8596473
3088,1,0.8658885
3089,0,0.82828677
3090,0,0.53378654
3091,0,0.89585024
3092,0,0.6696656
3093,0,0.9201097
3094,3,0.9223515
3095,0,0.94166577
3096,1,0.8621397
3097,0,0.68266267
3098,2,0.6798129
3099,1,0.6345538
3100,3,0.90661144
3101,1,0.7289545
3102,0,0.92370415
3103,1,0.9194743
3104,0,0.79646474
3105,0,0.69814205
3106,1,0.869151
3107,3,0.58426535
3108,0,0.8307465
3109,1,0.9054402
3110,3,0.5464708
3111,0,0.6727297
3112,3,0.49360257
3113,1,0.7768122
3114,0,0.87771934
3115,2,0.54481876
3116,3,0.7488273
3117,1,0.85707176
3118,2,0.88653296
3119,1,0.908401
3120,1,0.9168625
3121,1,0.46426094
3122,3,0.84027505
3123,0,0.47679192
3124,1,0.83442014
3125,1,0.87914354
3126,1,0.8897591
3127,1,0.89558357
3128,1,0.5773228
3129,3,0.468586
3130,3,0.6485487
3131,1,0.8453338
3132,0,0.5347637
3133,3,0.51953495
3134,1,0.915257
3135,0,0.67523295
3136,1,0.62051827
3137,2,0.9013908
3138,1,0.9165884
3139,2,0.84045625
3140,3,0.6206835
3141,1,0.87089
3142,0,0.86550564
3143,1,0.485797
3144,3,0.65096354
3145,1,0.89734143
3146,1,0.89202756
3147,1,0.88115925
3148,1,0.8947508
3149,1,0.8933633
3150,0,0.8957293
3151,0,0.86555856
3152,1,0.8859263
3153,1,0.8339613
3154,3,0.886227
3155,1,0.56008506
3156,0,0.56471395
3157,0,0.8866148
3158,1,0.5011568
3159,1,0.8612826
3160,1,0.7080916
3161,2,0.46532083
3162,1,0.49292052
3163,0,0.9113176
3164,1,0.8837765
3165,0,0.89168084
3166,1,0.8728063
3167,2,0.7139505
3168,1,0.83670306
3169,0,0.8900933
3170,0,0.90935
3171,3,0.63409257
3172,0,0.9176226
3173,0,0.92215395
3174,3,0.83611315
3175,2,0.9088188
3176,0,0.9076552
3177,0,0.9195645
3178,1,0.8565606
3179,0,0.89556545
3180,0,0.49116108
3181,0,0.5739279
3182,0,0.8841112
3183,0,0.9285481
3184,2,0.84724337
3185,2,0.5789935
3186,3,0.9170639
3187,1,0.9227409
3188,3,0.8454356
3189,2,0.91640854
3190,0,0.90439993
3191,3,0.90606564
3192,0,0.84988075
3193,0,0.90767556
3194,1,0.8718018
3195,1,0.87943554
3196,2,0.36057
3197,0,0.51870406
3198,3,0.4653457
3199,1,0.90928924
3200,2,0.900452
3201,0,0.3555251
3202,3,0.88382983
3203,3,0.91112095
3204,3,0.90012777
3205,1,0.8903944
3206,0,0.90177673
3207,2,0.58637863
3208,1,0.8896057
3209,0,0.53647715
3210,0,0.8884401
3211,1,0.85097486
3212,1,0.8584084
3213,1,0.8547066
3214,3,0.7427743
3215,2,0.7337145
3216,1,0.8827376
3217,1,0.8889239
3218,0,0.8797159
3219,0,0.8884252
3220,3,0.8932714
3221,3,0.64834166
3222,0,0.89049387
3223,2,0.8701629
3224,1,0.8681089
3225,0,0.9315432
3226,0,0.45963177
3227,1,0.85083133
3228,1,0.934056
3229,0,0.924315
3230,3,0.90226585
3231,2,0.63408464
3232,0,0.7055161
3233,0,0.9215292
3234,1,0.8708543
3235,0,0.6178032
3236,2,0.8917459
3237,0,0.8788455
3238,1,0.9105611
3239,1,0.9042078
3240,1,0.87413096
3241,1,0.87852925
3242,0,0.89100546
3243,1,0.8409844
3244,0,0.901539
3245,2,0.8844814
3246,2,0.76706886
3247,2,0.6351802
3248,1,0.86826986
3249,2,0.7709149
3250,0,0.55559
3251,0,0.53757185
3252,2,0.887752
3253,1,0.9023833
3254,0,0.8604074
3255,1,0.907352
3256,1,0.6643484
3257,1,0.8772589
3258,0,0.5492069
3259,0,0.87057877
3260,0,0.8727781
3261,1,0.8939697
3262,0,0.9013046
3263,2,0.6018807
3264,0,0.8960678
3265,1,0.86634946
3266,2,0.7276634
3267,1,0.900468
3268,2,0.92092
3269,2,0.46836835
3270,0,0.36624956
3271,1,0.8011999
3272,3,0.88832814
3273,0,0.69687617
3274,1,0.89951086
3275,3,0.8872277
3276,1,0.84839165
3277,1,0.52506256
3278,2,0.64240885
3279,0,0.90012187
3280,1,0.90057284
3281,1,0.73381436
3282,0,0.88675183
3283,1,0.70754325
3284,1,0.91855794
3285,0,0.8620896
3286,1,0.88839304
3287,1,0.88033605
3288,1,0.776635
3289,3,0.8364156
3290,1,0.90038526
3291,2,0.56497824
3292,3,0.59533256
3293,0,0.9171122
3294,0,0.85254824
3295,0,0.85420954
3296,0,0.8380163
3297,0,0.8694006
3298,0,0.87877834
3299,3,0.8550025
3300,1,0.8730949
3301,1,0.7869831
3302,1,0.5026273
3303,0,0.9291529
3304,0,0.91214263
3305,1,0.84882087
3306,0,0.59764117
3307,1,0.8731948
3308,1,0.8511989
3309,1,0.90404105
3310,1,0.82620406
3311,3,0.90600884
3312,0,0.53268474
3313,1,0.85894936
3314,1,0.47519356
3315,0,0.910276
3316,3,0.49557322
3317,0,0.5690334
3318,1,0.8589197
3319,3,0.9059205
3320,2,0.8414272
3321,1,0.7305726
3322,1,0.79640704
3323,1,0.7045976
3324,3,0.5770453
3325,1,0.89021224
3326,0,0.6133942
3327,1,0.6658213
3328,3,0.9062244
3329,0,0.75645816
3330,2,0.8698524
3331,1,0.87703794
3332,1,0.53712857
3333,0,0.90684515
3334,0,0.9296311
3335,0,0.7296499
3336,3,0.50511616
3337,1,0.8591829
3338,0,0.56382674
3339,1,0.7560775
3340,0,0.6437491
3341,3,0.89027673
3342,0,0.9163145
3343,0,0.73419714
3344,0,0.9237705
3345,2,0.89695626
3346,1,0.5927744
3347,1,0.8931365
3348,3,0.689427
3349,3,0.92255276
3350,1,0.6419524
3351,0,0.6275487
3352,0,0.4944702
3353,0,0.6573624
3354,1,0.6083831
3355,0,0.8834086
3356,2,0.5158058
3357,2,0.89148325
3358,1,0.87967217
3359,1,0.56803864
3360,0,0.913211
3361,1,0.75822705
3362,3,0.8900836
3363,1,0.886791
3364,1,0.9085222
3365,0,0.5613671
3366,1,0.58381706
3367,0,0.8716297
3368,1,0.4868217
3369,1,0.9235616
3370,3,0.9169881
3371,0,0.8568827
3372,0,0.6955418
3373,0,0.8581138
3374,1,0.9183456
3375,1,0.8944149
3376,2,0.52212715
3377,0,0.8974471
3378,0,0.68982655
3379,0,0.8049054
3380,3,0.55288744
3381,0,0.907488
3382,0,0.6192239
3383,2,0.9102477
3384,2,0.47729525
3385,0,0.47933438
3386,0,0.8981434
3387,0,0.8920574
3388,0,0.9105576
3389,3,0.85934967
3390,1,0.7888654
3391,0,0.8684413
3392,3,0.7051737
3393,2,0.5597987
3394,2,0.89272374
3395,0,0.46735662
3396,2,0.52708846
3397,2,0.9035511
3398,1,0.88408595
3399,0,0.91530216
3400,0,0.9098953
3401,0,0.6246084
3402,1,0.8075327
3403,0,0.71304995
3404,0,0.5407345
3405,3,0.401823
3406,0,0.8463569
3407,1,0.8946186
3408,3,0.8373396
3409,1,0.8596781
3410,2,0.9375498
3411,0,0.88205826
3412,3,0.88145757
3413,1,0.8856332
3414,1,0.6398758
3415,3,0.8968982
3416,0,0.52873284
3417,2,0.88480085
3418,0,0.51566577
3419,0,0.8899194
3420,0,0.9053617
3421,0,0.92488426
3422,0,0.9116726
3423,2,0.86644363
3424,0,0.5670929
3425,1,0.91777027
3426,3,0.4799865
3427,0,0.892758
3428,2,0.58186805
3429,0,0.88336784
3430,2,0.7894141
3431,0,0.9245057
3432,1,0.5076821
3433,2,0.80123425
3434,0,0.67596525
3435,1,0.9202447
3436,1,0.91118675
3437,0,0.87853146
3438,0,0.87094814
3439,2,0.86506706
3440,1,0.80492437
3441,2,0.8628981
3442,0,0.80798167
3443,1,0.8940337
3444,0,0.9174244
3445,3,0.5316675
3446,3,0.8562312
3447,1,0.8701671
3448,2,0.8778558
3449,3,0.923278
3450,1,0.9105438
3451,0,0.87472314
3452,3,0.8690548
3453,1,0.87770694
3454,0,0.90805304
3455,0,0.5393866
3456,1,0.7491906
3457,1,0.920499
3458,1,0.87395114
3459,2,0.88020855
3460,1,0.90159965
3461,1,0.91910154
3462,2,0.6479454
3463,0,0.8390964
3464,1,0.9086153
3465,1,0.5369765
3466,2,0.6752386
3467,1,0.8469468
3468,3,0.8351112
3469,0,0.8318484
3470,3,0.8531057
3471,2,0.45494634
3472,2,0.50298584
3473,0,0.48904315
3474,1,0.9032118
3475,1,0.46664196
3476,0,0.6141738
3477,0,0.90619844
3478,0,0.609465
3479,0,0.91099846
3480,0,0.8950643
3481,0,0.9159834
3482,3,0.6349114
3483,0,0.90642303
3484,0,0.78601843
3485,0,0.7497704
3486,2,0.6569963
3487,0,0.609887
3488,0,0.8941092
3489,0,0.8905007
3490,0,0.58641803
3491,0,0.87458867
3492,2,0.71431273
3493,0,0.8592386
3494,0,0.8060524
3495,0,0.8998352
3496,2,0.59364825
3497,0,0.8978803
3498,0,0.9137009
3499,0,0.67044055
3500,0,0.89748245
3501,1,0.85079765
3502,0,0.9011335
3503,3,0.9133783
3504,0,0.6630446
3505,1,0.87693727
3506,1,0.64630026
3507,0,0.8701513
3508,0,0.84981674
3509,3,0.6063075
3510,1,0.7091859
3511,1,0.8590546
3512,1,0.89786416
3513,1,0.47645476
3514,1,0.49929687
3515,3,0.77115095
3516,1,0.87036777
3517,0,0.9379899
3518,2,0.58879554
3519,2,0.69588244
3520,2,0.8997504
3521,2,0.77574086
3522,0,0.57906127
3523,3,0.9206524
3524,3,0.9109398
3525,0,0.8519026
3526,0,0.50890744
3527,0,0.87917876
3528,3,0.5748619
3529,1,0.59265804
3530,1,0.8803678
3531,1,0.90440166
3532,2,0.8871612
3533,1,0.8703014
3534,0,0.91557235
3535,0,0.49778447
3536,1,0.6406199
3537,1,0.53388727
3538,0,0.8335192
3539,1,0.88119066
3540,0,0.49243155
3541,3,0.6496845
3542,1,0.7790402
3543,0,0.87318987
3544,0,0.89892286
3545,1,0.89856356
3546,0,0.8820696
3547,0,0.8861543
3548,0,0.5823511
3549,0,0.88282496
3550,1,0.925081
3551,0,0.9234783
3552,2,0.80581665
3553,3,0.9105648
3554,0,0.79398674
3555,1,0.90000397
3556,1,0.85958207
3557,2,0.87285066
3558,0,0.58154184
3559,0,0.89371705
3560,0,0.87368923
3561,2,0.8760529
3562,2,0.80090815
3563,0,0.88776416
3564,1,0.86843044
3565,1,0.6615872
3566,2,0.90610045
3567,1,0.49939677
3568,0,0.53727615
3569,0,0.91061693
3570,1,0.9119959
3571,1,0.8982673
3572,0,0.7056773
3573,1,0.63576245
3574,2,0.46609968
3575,0,0.92476314
3576,2,0.7617404
3577,0,0.89338315
3578,0,0.87346303
3579,2,0.8971244
3580,2,0.500772
3581,2,0.66395783
3582,0,0.93581
3583,1,0.5276478
3584,0,0.53757346
3585,0,0.63602877
3586,3,0.573731
3587,0,0.821343
3588,2,0.824191
3589,1,0.62790257
3590,0,0.5759796
3591,2,0.6812803
3592,3,0.6378693
3593,0,0.6016434
3594,0,0.6471218
3595,0,0.7312688
3596,0,0.9351854
3597,0,0.7733386
3598,0,0.6449141
3599,0,0.6052299
3600,2,0.8890725
3601,0,0.84053016
3602,0,0.7064416
3603,2,0.81123614
3604,3,0.57928085
3605,0,0.6840499
3606,2,0.80394274
3607,0,0.6539922
3608,1,0.6659427
3609,2,0.8678533
3610,0,0.85311544
3611,1,0.7354322
3612,0,0.63421273
3613,0,0.67038554
3614,2,0.8556975
3615,3,0.5065884
3616,0,0.8913018
3617,0,0.8609869
3618,0,0.92187893
3619,1,0.8605833
3620,0,0.8636187
3621,0,0.86363894
3622,1,0.91470534
3623,0,0.6406436
3624,0,0.8973702
3625,0,0.9015916
3626,3,0.8275987
3627,2,0.8988722
3628,0,0.91156703
3629,0,0.47930446
3630,2,0.8608862
3631,2,0.8889147
3632,1,0.8580556
3633,0,0.5122141
3634,1,0.64679503
3635,0,0.6408869
3636,2,0.90465754
3637,3,0.73061556
3638,0,0.67897266
3639,3,0.898619
3640,0,0.582085
3641,2,0.904575
3642,2,0.79764754
3643,1,0.8589844
3644,0,0.8198198
3645,0,0.81982005
3646,1,0.9097249
3647,0,0.644224
3648,2,0.885221
3649,2,0.8630245
3650,2,0.90794206
3651,2,0.8656515
3652,1,0.60591143
3653,0,0.8940171
3654,1,0.8875776
3655,1,0.5710151
3656,0,0.8929557
3657,0,0.5983027
3658,2,0.83741224
3659,1,0.8880411
3660,1,0.80301225
3661,0,0.34856895
3662,3,0.8418193
3663,3,0.8732204
3664,1,0.4969338
3665,2,0.8578606
3666,3,0.8311438
3667,0,0.54536605
3668,1,0.8283674
3669,0,0.5025294
3670,0,0.9197581
3671,3,0.81125665
3672,2,0.8696592
3673,0,0.6163954
3674,0,0.645625
3675,2,0.4972198
3676,0,0.8571968
3677,0,0.8835539
3678,0,0.55120176
3679,1,0.9000184
3680,0,0.8775918
3681,0,0.8947993
3682,0,0.9193446
3683,3,0.8944632
3684,0,0.7390202
3685,2,0.6071308
3686,1,0.5277162
3687,0,0.9261792
3688,0,0.8037048
3689,0,0.9049057
3690,3,0.4804826
3691,0,0.7872202
3692,0,0.88787234
3693,0,0.7675783
3694,0,0.6038385
3695,2,0.7542132
3696,0,0.85191584
3697,1,0.87793183
3698,1,0.86650395
3699,2,0.90196884
3700,2,0.707616
3701,0,0.90571356
3702,1,0.855638
3703,0,0.59529424
3704,3,0.6773659
3705,1,0.9238107
3706,0,0.91448706
3707,1,0.90458447
3708,0,0.55656695
3709,0,0.56716615
3710,0,0.5631139
3711,0,0.5201205
3712,0,0.9048783
3713,1,0.898319
3714,2,0.5138272
3715,1,0.87252295
3716,0,0.48466393
3717,0,0.51642346
3718,2,0.921164
3719,1,0.8168029
3720,3,0.5506584
3721,1,0.4814769
3722,0,0.8595185
3723,0,0.46298432
3724,1,0.8528256
3725,2,0.6165589
3726,1,0.78407025
3727,1,0.594501
3728,0,0.5453846
3729,0,0.9387891
3730,1,0.88337916
3731,0,0.93765223
3732,1,0.8941843
3733,1,0.88937604
3734,1,0.6013908
3735,0,0.6781399
3736,2,0.6535149
3737,1,0.88210076
3738,0,0.6539321
3739,0,0.88294625
3740,0,0.61339855
3741,2,0.87474936
3742,2,0.8907514
3743,0,0.8902503
3744,2,0.78923124
3745,2,0.9250622
3746,1,0.8523676
3747,2,0.6986605
3748,0,0.44786334
3749,0,0.6047063
3750,1,0.6571805
3751,2,0.93828565
3752,2,0.8599772
3753,1,0.8321096
3754,1,0.4799607
3755,1,0.55803907
3756,0,0.57670885
3757,0,0.52393377
3758,1,0.89237183
3759,0,0.8722785
3760,0,0.8590674
3761,0,0.51308364
3762,1,0.9088172
3763,3,0.8676373
3764,1,0.52028435
3765,1,0.7771177
3766,3,0.86070645
3767,0,0.8978995
3768,0,0.64749956
3769,0,0.6575903
3770,0,0.6524742
3771,2,0.9243976
3772,0,0.64502347
3773,1,0.8985954
3774,0,0.9309227
3775,1,0.38140705
3776,0,0.67692816
3777,2,0.91746044
3778,0,0.6822886
3779,2,0.5682551
3780,1,0.91037947
3781,1,0.87020975
3782,1,0.5283536
3783,3,0.57286644
3784,0,0.90591055
3785,0,0.9113607
3786,1,0.75852877
3787,1,0.90069616
3788,2,0.88622534
3789,0,0.90240324
3790,1,0.9020109
3791,2,0.66889733
3792,0,0.8802096
3793,2,0.89319754
3794,1,0.7772964
3795,1,0.6366029
3796,0,0.87898237
3797,1,0.9113492
3798,0,0.87740684
3799,1,0.68523043
3800,0,0.88408476
3801,0,0.6021237
3802,0,0.593402
3803,1,0.9130072
3804,0,0.9293606
3805,1,0.91810673
3806,1,0.71149653
3807,1,0.8904899
3808,3,0.67838526
3809,1,0.7912091
3810,0,0.6408166
3811,0,0.59416527
3812,0,0.5779415
3813,1,0.8888201
3814,2,0.48350105
3815,0,0.5981767
3816,3,0.900977
3817,1,0.9040526
3818,0,0.7467163
3819,3,0.8559092
3820,3,0.8427194
3821,2,0.86346537
3822,2,0.6959897
3823,1,0.9023459
3824,3,0.67863846
3825,0,0.90988016
3826,1,0.89106894
3827,2,0.56890553
3828,2,0.55438685
3829,0,0.85014755
3830,1,0.59829146
3831,0,0.6849018
3832,3,0.6250455
3833,1,0.51162314
3834,1,0.76141965
3835,1,0.88970584
3836,0,0.8649548
3837,1,0.9021246
3838,0,0.56738245
3839,2,0.7316899
3840,0,0.86941266
3841,1,0.6137918
3842,0,0.57079923
3843,2,0.7992561
3844,0,0.9143379
3845,2,0.47768077
3846,2,0.9179091
3847,2,0.5255652
3848,1,0.6304243
3849,0,0.46139273
3850,2,0.51334286
3851,1,0.9188716
3852,1,0.5245984
3853,3,0.89011455
3854,2,0.35850352
3855,1,0.846614
3856,2,0.9180866
3857,3,0.6241152
3858,0,0.6533519
3859,0,0.91741544
3860,0,0.9186693
3861,1,0.86800474
3862,1,0.47781467
3863,1,0.8398413
3864,0,0.87519866
3865,1,0.90433663
3866,0,0.817756
3867,2,0.90744835
3868,2,0.8678853
3869,2,0.89088917
3870,0,0.7558874
3871,0,0.9284306
3872,1,0.70913804
3873,1,0.6030005
3874,1,0.5102578
3875,0,0.8912753
3876,1,0.85233104
3877,3,0.86225134
3878,3,0.69237286
3879,2,0.741967
3880,2,0.91475093
3881,2,0.85876536
3882,3,0.62105495
3883,3,0.8411123
3884,0,0.7874441
3885,2,0.55610824
3886,0,0.7109794
3887,2,0.8788141
3888,0,0.8835843
3889,2,0.8457906
3890,2,0.8944143
3891,1,0.91284215
3892,1,0.8793101
3893,2,0.882894
3894,0,0.71352625
3895,2,0.87504643
3896,0,0.6031261
3897,0,0.5358169
3898,1,0.84734225
3899,0,0.49492985
3900,0,0.82919145
3901,2,0.83072186
3902,3,0.70069444
3903,0,0.8513477
3904,3,0.46325517
3905,3,0.86364853
3906,3,0.8669787
3907,1,0.9145778
3908,1,0.5676337
3909,1,0.509127
3910,3,0.79943895
3911,0,0.62948436
3912,0,0.79322946
3913,0,0.9204334
3914,3,0.49067575
3915,3,0.87511355
3916,0,0.8270678
3917,3,0.91079605
3918,1,0.8479089
3919,0,0.915268
