Document,Topic,Weight
1364,0,0.85983175
1365,0,0.6394703
1366,0,0.49269268
1367,1,0.91596675
1368,3,0.8648206
1369,1,0.8398341
1370,2,0.52675587
1371,1,0.8956391
1372,0,0.47003874
1373,0,0.82800424
1374,0,0.8691375
1375,0,0.8914358
1376,3,0.80586463
1377,0,0.8254771
1378,2,0.8996953
1379,1,0.6125073
1380,3,0.5218677
1381,1,0.63711834
1382,2,0.47907093
1383,3,0.8242309
1384,1,0.88958406
1385,3,0.83195406
1386,2,0.9369104
1387,3,0.855744
1388,2,0.8714162
1389,0,0.746106
1390,0,0.842702
1391,2,0.65956944
1392,2,0.58236974
1393,2,0.73314387
1394,0,0.89053684
1395,0,0.8489072
1396,0,0.89509964
1397,2,0.8819668
1398,1,0.7073069
1399,0,0.84959316
1400,0,0.55053246
1401,2,0.8579943
1402,1,0.62704915
1403,0,0.47464913
1404,0,0.8128077
1405,1,0.88679343
1406,1,0.6206957
1407,1,0.8701225
1408,2,0.5508287
1409,0,0.8802488
1410,1,0.89726424
1411,1,0.79143673
1412,1,0.52310663
1413,0,0.88991123
1414,1,0.4837277
1415,1,0.88226235
1416,0,0.91618586
1417,1,0.88684505
1418,2,0.8998734
1419,3,0.65930676
1420,0,0.7196547
1421,0,0.87036914
1422,2,0.9252022
1423,2,0.92451525
1424,3,0.82324433
1425,2,0.7998417
1426,2,0.8857679
1427,0,0.86537826
1428,0,0.5502398
1429,0,0.468788
1430,0,0.8821173
1431,0,0.9321188
1432,1,0.4777663
1433,0,0.9061896
1434,0,0.6414668
1435,0,0.60639584
1436,0,0.8745073
1437,3,0.8621688
1438,1,0.8549111
1439,1,0.67643565
1440,1,0.7053187
1441,1,0.8832804
1442,1,0.8935769
1443,3,0.6118373
1444,2,0.8453471
1445,0,0.87033504
1446,1,0.8620991
1447,1,0.80057216
1448,1,0.8996488
1449,1,0.84408206
1450,1,0.8742257
1451,1,0.9181663
1452,0,0.88024074
1453,0,0.78090286
1454,0,0.85171735
1455,1,0.89193124
1456,0,0.8701547
1457,0,0.63119847
1458,1,0.8954162
1459,2,0.823427
1460,0,0.92316866
1461,0,0.8908997
1462,1,0.7589447
1463,2,0.89611423
1464,2,0.824392
1465,0,0.83395195
1466,0,0.8796998
1467,1,0.7444019
1468,0,0.62960315
1469,3,0.66594434
1470,3,0.8790393
1471,0,0.568713
1472,0,0.63379335
1473,0,0.85655797
1474,2,0.47025368
1475,3,0.6853329
1476,2,0.8961655
1477,0,0.8547451
1478,2,0.9293477
1479,2,0.63895935
1480,2,0.87887174
1481,3,0.88281906
1482,0,0.713007
1483,0,0.4863898
1484,1,0.8814044
1485,0,0.6895475
1486,0,0.5051689
1487,2,0.8581836
1488,0,0.48430386
1489,0,0.8848717
1490,2,0.7353077
1491,3,0.89086825
1492,1,0.89853424
1493,3,0.824047
1494,1,0.9064975
1495,2,0.9096266
1496,1,0.91214234
1497,0,0.7453779
1498,1,0.8573198
1499,0,0.8994928
1500,3,0.8900341
1501,1,0.8927416
1502,1,0.89930326
1503,0,0.5268422
1504,2,0.49464196
1505,0,0.63251346
1506,1,0.49665904
1507,1,0.9017803
1508,0,0.48940104
1509,3,0.8641882
1510,0,0.4786587
1511,3,0.66571516
1512,0,0.7562688
1513,1,0.9157852
1514,1,0.90862757
1515,0,0.6331783
1516,0,0.623518
1517,3,0.57838905
1518,1,0.9132985
1519,0,0.7281882
1520,1,0.86765194
1521,2,0.8560996
1522,2,0.8543776
1523,0,0.8816421
1524,1,0.5803704
1525,0,0.86422956
1526,3,0.52378845
1527,1,0.89552176
1528,1,0.9003065
1529,2,0.9181784
1530,3,0.54011226
1531,1,0.89007884
1532,3,0.49243665
1533,0,0.8966396
1534,2,0.80021966
1535,0,0.534982
1536,0,0.81919557
1537,1,0.61639166
1538,1,0.64740056
1539,0,0.8657999
1540,0,0.7079636
1541,1,0.6651136
1542,1,0.8451693
1543,1,0.8921348
1544,3,0.6525064
1545,1,0.87543017
1546,2,0.44820666
1547,3,0.9231679
1548,1,0.89309555
1549,0,0.62079996
1550,0,0.8063698
1551,3,0.8904011
1552,2,0.5383163
1553,0,0.6647169
1554,1,0.47684246
1555,0,0.66196805
1556,3,0.52658087
1557,0,0.7001985
1558,1,0.8950042
1559,3,0.62001157
1560,1,0.9109496
1561,1,0.9097578
1562,0,0.5445601
1563,0,0.89674574
1564,3,0.58667344
1565,1,0.4796257
1566,1,0.87429
1567,3,0.67380106
1568,1,0.87781394
1569,0,0.859217
1570,1,0.80474347
1571,0,0.90415066
1572,1,0.86368984
1573,3,0.8740341
1574,3,0.8377954
1575,3,0.46685845
1576,1,0.8721662
1577,0,0.8739431
1578,1,0.8850787
1579,1,0.9026326
1580,1,0.8780497
1581,0,0.5597206
1582,3,0.9050489
1583,0,0.58186746
1584,0,0.76434624
1585,3,0.87928146
1586,3,0.9032661
1587,2,0.53076696
1588,2,0.46949685
1589,0,0.9012621
1590,2,0.5556822
1591,1,0.8889191
1592,2,0.5414924
1593,0,0.5728631
1594,1,0.91300726
1595,2,0.9076045
1596,1,0.8483617
1597,1,0.8611615
1598,0,0.88869643
1599,1,0.57803714
1600,1,0.535472
1601,0,0.77013576
1602,2,0.8842366
1603,1,0.8711758
1604,1,0.5311918
1605,3,0.47021282
1606,2,0.4802511
1607,1,0.91067344
1608,0,0.6401309
1609,1,0.9174693
1610,0,0.47616598
1611,3,0.8730432
1612,3,0.52076256
1613,2,0.5201787
1614,2,0.46581748
1615,1,0.5940245
1616,1,0.52820534
1617,3,0.42123714
1618,2,0.8876858
1619,0,0.8976854
1620,0,0.66842985
1621,0,0.6167654
1622,0,0.85886157
1623,1,0.8027967
1624,0,0.8362226
1625,0,0.81325746
1626,0,0.51111966
1627,1,0.65516907
1628,1,0.9160849
1629,0,0.48168963
1630,0,0.8851555
1631,0,0.8776091
1632,0,0.9194874
1633,1,0.552705
1634,0,0.8912124
1635,1,0.86607087
1636,2,0.9201053
1637,0,0.8840376
1638,1,0.90359664
1639,0,0.9099582
1640,1,0.8633237
1641,3,0.634556
1642,3,0.90530884
1643,2,0.92357564
1644,1,0.5256657
1645,0,0.8635149
1646,0,0.4726969
1647,1,0.8608894
1648,0,0.7483344
1649,3,0.77388996
1650,1,0.87457687
1651,1,0.53748673
1652,0,0.9002626
1653,0,0.9127027
1654,0,0.9046223
1655,0,0.59052324
1656,0,0.50896865
1657,1,0.5777183
1658,0,0.88895655
1659,1,0.5977192
1660,2,0.601559
1661,1,0.62624806
1662,1,0.89274824
1663,2,0.47289136
1664,0,0.62413806
1665,3,0.89926106
1666,0,0.5485853
1667,0,0.890753
1668,0,0.60572577
1669,0,0.5634352
1670,0,0.93628234
1671,0,0.49223426
1672,2,0.8845067
1673,0,0.887424
1674,0,0.9028258
1675,3,0.6549001
1676,0,0.88220024
1677,1,0.9001835
1678,0,0.9178936
1679,1,0.8736073
1680,1,0.88552696
1681,1,0.7901156
1682,0,0.92992747
1683,1,0.90718603
1684,3,0.5155905
1685,1,0.89248824
1686,1,0.8748206
1687,0,0.9269021
1688,2,0.8489313
1689,3,0.53578776
1690,1,0.92326015
1691,1,0.8895797
1692,0,0.5712043
1693,3,0.5865001
1694,2,0.9117075
1695,0,0.8975831
1696,1,0.66121876
1697,0,0.89645875
1698,0,0.8037579
1699,0,0.883128
1700,1,0.8703953
1701,0,0.7928526
1702,0,0.9232031
1703,0,0.9227932
1704,0,0.67732143
1705,2,0.6107565
1706,0,0.92689645
1707,1,0.8258667
1708,2,0.8371222
1709,1,0.47736704
1710,2,0.5373502
1711,0,0.8894234
1712,0,0.7737207
1713,0,0.7547397
1714,1,0.5663642
1715,1,0.55472684
1716,1,0.6747781
1717,0,0.6909217
1718,1,0.48371837
1719,1,0.88317144
1720,0,0.9264032
1721,2,0.8826588
1722,0,0.4806503
1723,0,0.91426694
1724,0,0.55499244
1725,1,0.8944971
1726,0,0.89100266
1727,0,0.68422735
1728,0,0.56920433
1729,0,0.48934639
1730,0,0.88402796
1731,1,0.89159775
1732,0,0.82392627
1733,0,0.53838146
1734,0,0.52180904
1735,0,0.87460375
1736,3,0.62771326
1737,1,0.90855134
1738,0,0.67268187
1739,3,0.48462024
1740,0,0.6756803
1741,1,0.745367
1742,1,0.884367
1743,1,0.9047681
1744,0,0.7254073
1745,2,0.9044089
1746,2,0.93232536
1747,1,0.8800849
1748,0,0.9037528
1749,2,0.5503692
1750,1,0.5688274
1751,1,0.9181946
1752,1,0.92499024
1753,2,0.5919794
1754,0,0.80330753
1755,1,0.6119016
1756,3,0.89924806
1757,3,0.88155097
1758,0,0.76182806
1759,0,0.8940224
1760,0,0.88039136
1761,1,0.74655193
1762,0,0.8938127
1763,2,0.7465129
1764,2,0.55039674
1765,2,0.40101424
1766,1,0.56037205
1767,3,0.89741594
1768,2,0.90475136
1769,0,0.6468601
1770,0,0.8948817
1771,3,0.8528071
1772,0,0.9016726
1773,1,0.9146436
1774,0,0.6650439
1775,2,0.8833039
1776,2,0.6213373
1777,3,0.87802136
1778,1,0.6547433
1779,3,0.8868232
1780,3,0.5142039
1781,1,0.5996507
1782,0,0.55566543
1783,2,0.8860052
1784,1,0.87722784
1785,0,0.8815991
1786,2,0.8675792
1787,1,0.84856343
1788,2,0.8442543
1789,0,0.8978137
1790,0,0.86048806
1791,0,0.9171124
1792,1,0.4680219
1793,1,0.48643643
1794,3,0.838886
1795,0,0.7240696
1796,3,0.9260794
1797,0,0.54830796
1798,1,0.59411776
1799,0,0.91752166
1800,0,0.8607348
1801,0,0.65784013
1802,2,0.63695437
1803,0,0.71047735
1804,0,0.8846914
1805,0,0.8991882
1806,1,0.8731334
1807,1,0.8789537
1808,2,0.91327614
1809,0,0.50851375
1810,0,0.8928051
1811,0,0.90601116
1812,0,0.5495998
1813,0,0.93890005
1814,0,0.92150545
1815,2,0.8814262
1816,3,0.90092504
1817,0,0.5443943
1818,0,0.5147046
1819,3,0.80092245
1820,0,0.93388665
1821,1,0.70732945
1822,0,0.49626198
1823,1,0.57536745
1824,2,0.90541446
1825,0,0.8828532
1826,1,0.5451519
1827,0,0.7623683
1828,0,0.7928257
1829,3,0.84587574
1830,2,0.8781462
1831,3,0.6240464
1832,0,0.48400313
1833,0,0.8837909
1834,1,0.9061988
1835,2,0.69338953
1836,1,0.90406454
1837,0,0.9239447
1838,0,0.5447514
1839,0,0.6175455
1840,1,0.9049442
1841,0,0.66755563
1842,2,0.9053144
1843,1,0.52847004
1844,1,0.83686906
1845,0,0.9239016
1846,0,0.7934308
1847,0,0.8731969
1848,0,0.49841857
1849,0,0.8986938
1850,3,0.49174997
1851,0,0.67284703
1852,1,0.88414556
1853,1,0.5569512
1854,0,0.8891999
1855,2,0.8739325
1856,1,0.9133628
1857,0,0.9056903
1858,0,0.9052447
1859,3,0.8988694
1860,1,0.8628213
1861,0,0.8199676
1862,3,0.43995458
1863,0,0.90749484
1864,1,0.91245633
1865,1,0.66095346
1866,0,0.76971126
1867,0,0.89213127
1868,0,0.903993
1869,0,0.9006512
1870,2,0.9170257
1871,1,0.9072265
1872,0,0.67728466
1873,1,0.7873437
1874,1,0.90034735
1875,0,0.8904133
1876,0,0.5926929
1877,2,0.9318446
1878,2,0.65670663
1879,2,0.62287146
1880,0,0.88132817
1881,2,0.90350425
1882,1,0.8415832
1883,0,0.8991338
1884,0,0.92504984
1885,3,0.8615
1886,0,0.89378
1887,1,0.88751453
1888,0,0.91427153
1889,3,0.5943588
1890,0,0.8888245
1891,1,0.90825886
1892,1,0.8527024
1893,0,0.6301013
1894,0,0.79234886
1895,1,0.91017324
1896,1,0.67784154
1897,1,0.464212
1898,1,0.6376169
1899,1,0.8442742
1900,2,0.89768326
1901,3,0.5497683
1902,2,0.89013475
1903,1,0.7604102
1904,0,0.8808226
1905,1,0.8799074
1906,0,0.82881176
1907,3,0.64997333
1908,0,0.8962145
1909,2,0.61260074
1910,0,0.9112576
1911,0,0.53359634
1912,2,0.5296107
1913,1,0.8467514
1914,1,0.9064321
1915,0,0.8631863
1916,1,0.63339883
1917,2,0.8459748
1918,2,0.9077844
1919,0,0.51129174
1920,1,0.89144117
1921,0,0.8010201
1922,0,0.83441335
1923,2,0.9373699
1924,0,0.89812446
1925,0,0.8545996
1926,0,0.91222495
1927,0,0.61787254
1928,0,0.9111972
1929,0,0.8925038
1930,1,0.93136966
1931,0,0.8425424
1932,1,0.82233393
1933,0,0.89699626
1934,0,0.922373
1935,0,0.53865284
1936,3,0.9194251
1937,0,0.73540455
1938,0,0.92290795
1939,1,0.8697395
1940,2,0.8929039
1941,0,0.62600565
1942,0,0.6172834
1943,2,0.7987012
1944,0,0.5155777
1945,0,0.87549835
1946,1,0.8741022
1947,0,0.69852436
1948,1,0.90179694
1949,0,0.52009565
1950,2,0.6503471
1951,1,0.91044223
1952,0,0.90113556
1953,0,0.5397696
1954,2,0.47799206
1955,2,0.50905484
1956,0,0.47907266
1957,2,0.5416699
1958,3,0.47282448
1959,0,0.91642904
1960,1,0.8514916
1961,0,0.5603664
1962,0,0.886172
1963,2,0.57397795
1964,1,0.8931081
1965,1,0.8974558
1966,0,0.91091764
1967,1,0.8424904
1968,0,0.91425556
1969,1,0.90805715
1970,1,0.6031083
1971,0,0.70845973
1972,2,0.88773894
1973,1,0.57538015
1974,0,0.92138153
1975,1,0.89932555
1976,0,0.9097123
1977,0,0.5065515
1978,1,0.86702406
1979,2,0.48153362
1980,0,0.5385516
1981,0,0.69338834
1982,2,0.67905736
1983,2,0.90793604
1984,1,0.8988879
1985,1,0.69963044
1986,1,0.5801775
1987,1,0.88177484
1988,0,0.9053656
1989,2,0.7191882
1990,0,0.50002724
1991,0,0.8706712
1992,0,0.51040864
1993,1,0.5041258
1994,1,0.83833236
1995,0,0.64818114
1996,0,0.47965223
1997,3,0.91858554
1998,1,0.64377034
1999,1,0.5185677
2000,0,0.93617356
2001,0,0.9021962
2002,3,0.890715
2003,0,0.5500626
2004,1,0.79395086
2005,2,0.8919405
2006,1,0.90470636
2007,2,0.8656869
2008,1,0.891268
2009,0,0.69553244
2010,0,0.8615482
2011,0,0.9080235
2012,2,0.8933674
2013,1,0.910144
2014,0,0.6055199
2015,0,0.9059604
2016,1,0.847205
2017,1,0.888548
2018,0,0.78611076
2019,0,0.8814506
2020,0,0.82826114
2021,1,0.7075438
2022,1,0.54111916
2023,2,0.885938
2024,2,0.49841386
2025,0,0.40078235
2026,0,0.48946333
2027,1,0.6561421
2028,1,0.8223469
2029,0,0.8790619
2030,1,0.85969937
2031,3,0.88547283
2032,0,0.917849
2033,0,0.9060447
2034,1,0.87781423
2035,0,0.9390061
2036,0,0.54969835
2037,3,0.64249873
2038,1,0.87686986
2039,1,0.5999264
2040,2,0.91575235
2041,0,0.9040782
2042,0,0.7663199
2043,0,0.8748803
2044,2,0.67509854
2045,2,0.6737619
2046,1,0.61254555
2047,1,0.547858
2048,0,0.86322534
2049,2,0.5784218
2050,2,0.91624105
2051,1,0.9063133
2052,2,0.901677
2053,0,0.91152626
2054,1,0.5293774
2055,3,0.87213784
2056,1,0.87704664
2057,0,0.66294795
2058,2,0.90769553
2059,1,0.9160252
2060,1,0.87105554
2061,1,0.8843128
2062,2,0.89702314
2063,3,0.8281033
2064,1,0.9291525
2065,2,0.49811068
2066,0,0.8706529
2067,2,0.5138612
2068,2,0.9231771
2069,3,0.8695754
2070,0,0.89657575
2071,0,0.91546637
2072,0,0.48594823
2073,0,0.9210755
2074,0,0.6055387
2075,1,0.56408846
2076,1,0.7039229
2077,0,0.5378154
2078,0,0.9296962
2079,1,0.9297675
2080,2,0.53064877
2081,3,0.5871414
2082,0,0.56465125
2083,1,0.90340686
2084,0,0.90551645
2085,0,0.92076695
2086,0,0.42106593
2087,0,0.8855911
2088,0,0.88340896
2089,3,0.8429331
2090,0,0.94093853
2091,1,0.86404896
2092,1,0.8905215
2093,0,0.87985295
2094,0,0.5380767
2095,1,0.7097816
2096,0,0.91593385
2097,1,0.9051447
2098,2,0.9413191
2099,1,0.8688048
2100,3,0.87079364
2101,1,0.54017234
2102,3,0.9111315
2103,2,0.71327025
2104,0,0.7817748
2105,0,0.59131527
2106,3,0.47308278
2107,1,0.82769984
2108,0,0.85621
2109,1,0.6397007
2110,3,0.84301734
2111,1,0.6448214
2112,0,0.88413537
2113,1,0.91711086
2114,1,0.89097226
2115,1,0.70127016
2116,2,0.5055258
2117,1,0.63346994
2118,1,0.893234
2119,1,0.9147589
2120,1,0.6946635
2121,0,0.5644409
2122,0,0.90090877
2123,3,0.88277
2124,1,0.84242356
2125,0,0.65663934
2126,1,0.734751
2127,1,0.90410876
2128,2,0.8315735
2129,2,0.49361625
2130,3,0.89793664
2131,0,0.9124558
2132,2,0.71773595
2133,3,0.8742384
2134,0,0.87559843
2135,1,0.8641303
2136,2,0.887414
2137,0,0.8975675
2138,3,0.910775
2139,3,0.72258
2140,1,0.42967907
2141,2,0.6711595
2142,2,0.83533806
2143,2,0.7564096
2144,3,0.88053197
2145,2,0.8894725
2146,1,0.8788912
2147,0,0.8888752
2148,0,0.5302471
2149,2,0.4761515
2150,0,0.5191364
2151,0,0.7001308
2152,0,0.9238816
2153,0,0.8575642
2154,0,0.7570033
2155,0,0.8762297
2156,3,0.57409203
2157,3,0.6937651
2158,0,0.93827707
2159,0,0.59886324
2160,0,0.72048223
2161,1,0.8632146
2162,1,0.8660534
2163,1,0.57986575
2164,2,0.5993678
2165,1,0.89330786
2166,1,0.473953
2167,2,0.9237536
2168,0,0.8809618
2169,3,0.57957
2170,0,0.91573894
2171,2,0.47641894
2172,0,0.87531316
2173,2,0.49363586
2174,3,0.900853
2175,0,0.9227889
2176,3,0.6149005
2177,1,0.6369971
2178,1,0.91765493
2179,1,0.881537
2180,1,0.3631415
2181,2,0.84790945
2182,0,0.75453764
2183,0,0.81520927
2184,0,0.88699466
2185,0,0.8990249
2186,1,0.90421826
2187,2,0.5368511
2188,0,0.87934613
2189,0,0.4986612
2190,2,0.90980065
2191,1,0.88923246
2192,0,0.42258963
2193,0,0.45060804
2194,1,0.853851
2195,1,0.8981879
2196,2,0.8990859
2197,3,0.8247535
2198,1,0.8797093
2199,1,0.5308667
2200,0,0.5639632
2201,1,0.89091784
2202,2,0.53461236
2203,2,0.87462074
2204,0,0.8768148
2205,0,0.8628352
2206,0,0.9191135
2207,3,0.57235986
2208,3,0.85081595
2209,0,0.93558633
2210,1,0.7475002
2211,1,0.48848277
2212,0,0.6403463
2213,0,0.56627226
2214,0,0.92820853
2215,0,0.91003203
2216,0,0.9142251
2217,1,0.90277004
2218,0,0.8953866
2219,0,0.66804683
2220,3,0.8624421
2221,1,0.7100178
2222,0,0.9055618
2223,1,0.8873176
2224,1,0.9060391
2225,2,0.5115099
2226,2,0.6073454
2227,2,0.60534513
2228,2,0.84881264
2229,2,0.9238702
2230,0,0.89646935
2231,0,0.6588266
2232,0,0.83418167
2233,0,0.66153663
2234,0,0.7938099
2235,1,0.5834222
2236,0,0.53403276
2237,0,0.92761105
2238,1,0.7352633
2239,1,0.8944449
2240,0,0.6969434
2241,0,0.87514466
2242,0,0.62308246
2243,3,0.5724006
2244,0,0.7091076
2245,1,0.7707395
2246,1,0.63167244
2247,3,0.847815
2248,0,0.93386155
2249,1,0.5622469
2250,0,0.92697734
2251,2,0.54460096
2252,2,0.8804371
2253,1,0.48982826
2254,0,0.90860605
2255,0,0.8079664
2256,0,0.67939544
2257,1,0.82336366
2258,0,0.54268706
2259,1,0.92125183
2260,0,0.8821892
2261,2,0.91606396
2262,0,0.91221666
2263,0,0.6053739
2264,0,0.9050562
2265,0,0.657011
2266,1,0.5238771
2267,2,0.9176528
2268,2,0.7427455
2269,2,0.9088711
2270,0,0.68016225
2271,0,0.91452134
2272,1,0.52539456
2273,1,0.5411599
2274,2,0.8558507
2275,0,0.8459421
2276,0,0.856612
2277,1,0.6208523
2278,2,0.90867746
2279,0,0.9309043
2280,2,0.5235509
2281,0,0.70674735
2282,0,0.7438232
2283,0,0.9137181
2284,1,0.8910545
2285,0,0.50971335
2286,3,0.5254084
2287,0,0.9144031
2288,2,0.88531864
2289,2,0.84851897
2290,3,0.7257836
2291,0,0.48805034
2292,0,0.8888249
2293,0,0.9192024
2294,1,0.61797184
2295,0,0.47314426
2296,1,0.8368999
2297,1,0.50209486
2298,0,0.8785257
2299,1,0.8909755
2300,2,0.8440235
2301,1,0.8314736
2302,0,0.6302159
2303,0,0.90448725
2304,2,0.4895262
2305,0,0.88455147
2306,3,0.9220677
2307,1,0.7223757
2308,2,0.4658629
2309,0,0.7207667
2310,1,0.8835926
2311,0,0.6349577
2312,0,0.721286
2313,2,0.8757587
2314,0,0.88624066
2315,3,0.4840619
2316,0,0.8866064
2317,2,0.83006424
2318,0,0.5996163
2319,1,0.5135414
2320,0,0.57948446
2321,3,0.7164769
2322,3,0.4830406
2323,3,0.89584124
2324,1,0.92272824
2325,0,0.8709991
2326,0,0.87705326
2327,1,0.9031711
2328,2,0.81485933
2329,0,0.90623856
2330,1,0.43481195
2331,2,0.7760149
2332,2,0.900327
2333,1,0.7250307
2334,1,0.8221932
2335,1,0.87985235
2336,0,0.62031305
2337,1,0.91303205
2338,3,0.88170516
2339,2,0.8872054
2340,3,0.9069695
2341,0,0.856813
2342,1,0.5649975
2343,1,0.8887472
2344,1,0.89143693
2345,1,0.9037245
2346,1,0.88672835
2347,1,0.858849
2348,3,0.7817566
2349,0,0.47837666
2350,1,0.5977115
2351,1,0.53232014
2352,1,0.84930885
2353,0,0.8324351
2354,1,0.89741373
2355,0,0.5263676
2356,3,0.8983499
2357,1,0.8689042
2358,0,0.8229492
2359,1,0.64963067
2360,1,0.91556966
2361,1,0.8825662
2362,0,0.66031414
2363,0,0.6675868
2364,0,0.7850995
2365,3,0.87684625
2366,1,0.5963786
2367,0,0.9144261
2368,1,0.936115
2369,1,0.9157277
2370,0,0.88477623
2371,3,0.5775826
2372,0,0.92823434
2373,0,0.40920016
2374,0,0.90316087
2375,3,0.8654729
2376,0,0.74043876
2377,2,0.5655288
2378,0,0.912339
2379,3,0.5714028
2380,0,0.6016333
2381,1,0.89158195
2382,0,0.82319486
2383,0,0.84133035
2384,0,0.6955466
2385,0,0.89260864
2386,1,0.52789205
2387,3,0.5285619
2388,0,0.79281646
2389,1,0.91538936
2390,0,0.5049992
2391,1,0.9084332
2392,1,0.63422596
2393,1,0.88255113
2394,1,0.8904754
2395,1,0.82917154
2396,1,0.5227368
2397,0,0.7837549
2398,0,0.5983176
2399,1,0.892821
2400,1,0.50812536
2401,0,0.8728289
2402,1,0.8522246
2403,1,0.90365136
2404,0,0.53739697
2405,1,0.5061505
2406,1,0.90047705
2407,0,0.90579164
2408,2,0.9240672
2409,2,0.8496318
2410,1,0.70571524
2411,1,0.85400987
2412,1,0.7008178
2413,1,0.8988089
2414,0,0.8829886
2415,3,0.89193076
2416,0,0.92827773
2417,0,0.4909964
2418,0,0.5797325
2419,1,0.7913449
2420,0,0.905077
2421,1,0.85642534
2422,0,0.6259711
2423,0,0.6980191
2424,1,0.9177269
2425,1,0.6063323
2426,0,0.90413916
2427,2,0.68374634
2428,1,0.8977273
2429,0,0.68926865
2430,1,0.8274475
2431,0,0.89615005
2432,1,0.82601184
2433,1,0.9041887
2434,0,0.4139487
2435,2,0.6074031
2436,0,0.9090644
2437,0,0.7473572
2438,2,0.8968871
2439,2,0.8919293
2440,2,0.91352785
2441,0,0.9056649
2442,0,0.86494744
2443,1,0.88637894
2444,1,0.8915698
2445,0,0.9051781
2446,1,0.8948594
2447,1,0.815169
2448,0,0.8963067
2449,1,0.9015199
2450,3,0.65653807
2451,1,0.89951545
2452,1,0.5843577
2453,0,0.72855186
2454,2,0.92740846
2455,0,0.91689074
2456,3,0.8762228
2457,1,0.88169396
2458,3,0.8747053
2459,1,0.8486996
2460,3,0.7907983
2461,0,0.521775
2462,1,0.9101077
2463,3,0.9125395
2464,2,0.8895414
2465,3,0.8588632
2466,0,0.85106134
2467,0,0.5499897
2468,0,0.92443985
2469,2,0.5294946
2470,0,0.62710917
2471,0,0.5428088
2472,1,0.83702415
2473,0,0.6697405
2474,0,0.8757638
2475,2,0.90243274
2476,1,0.93310285
2477,0,0.8754175
2478,0,0.8628344
2479,3,0.50887656
2480,3,0.5272712
2481,0,0.9158184
2482,1,0.74226874
2483,2,0.61419463
2484,1,0.6657228
2485,2,0.90848476
2486,0,0.8995304
2487,0,0.6540249
2488,1,0.81339866
2489,0,0.7158639
2490,1,0.7508139
2491,2,0.9035774
2492,0,0.9193565
2493,0,0.89622056
2494,1,0.5505389
2495,1,0.9191463
2496,0,0.9258186
2497,2,0.8730092
2498,2,0.8940194
2499,1,0.45129126
2500,0,0.9008332
2501,2,0.6023029
2502,0,0.6458724
2503,1,0.8927618
2504,0,0.50751
2505,3,0.89041203
2506,1,0.7343696
2507,3,0.8384117
2508,0,0.9015312
2509,0,0.7667365
2510,0,0.91907537
2511,1,0.7945133
2512,0,0.6364758
2513,2,0.6719017
2514,0,0.90359825
2515,0,0.8892623
2516,0,0.52378094
2517,0,0.6677414
2518,0,0.8969751
2519,3,0.54215705
2520,0,0.8819148
2521,3,0.55017096
2522,2,0.71038896
2523,1,0.92157143
2524,0,0.5861112
2525,1,0.89087147
2526,1,0.92079175
2527,0,0.8032497
2528,3,0.84855753
2529,1,0.9123061
2530,3,0.8825359
2531,0,0.8560885
2532,0,0.8743462
2533,0,0.90268993
2534,0,0.58547896
2535,1,0.5248168
2536,0,0.5137091
2537,0,0.61069727
2538,0,0.6932497
2539,0,0.89377487
2540,2,0.6461195
2541,0,0.86546
2542,0,0.5697582
2543,0,0.90455097
2544,0,0.5921461
2545,0,0.883444
2546,1,0.8922306
2547,0,0.5767918
2548,1,0.5753879
2549,1,0.91360146
2550,2,0.5273026
2551,0,0.8949457
2552,0,0.8813032
2553,1,0.7609807
2554,2,0.68178505
2555,3,0.7726469
2556,3,0.538883
2557,2,0.61378354
2558,0,0.91302294
2559,3,0.48088577
2560,0,0.9249734
2561,0,0.69790095
2562,0,0.9044473
2563,0,0.94377875
2564,1,0.5117492
2565,0,0.9016967
2566,2,0.9020848
2567,1,0.87305045
2568,3,0.6248709
2569,3,0.56354356
2570,0,0.91500187
2571,0,0.8715501
2572,0,0.88078916
2573,0,0.7168671
2574,1,0.9133326
2575,0,0.9234859
2576,2,0.56559265
2577,0,0.83318394
2578,2,0.9104436
2579,1,0.892659
2580,2,0.8651033
2581,0,0.93576187
2582,0,0.8540194
2583,3,0.8700935
2584,0,0.4865746
2585,1,0.8900432
2586,2,0.81762874
2587,0,0.88534683
2588,3,0.5047235
2589,1,0.7734739
2590,0,0.9137649
2591,0,0.8851667
2592,1,0.59007615
2593,1,0.6983581
2594,0,0.60990256
2595,0,0.90314776
2596,1,0.52407587
2597,0,0.8853957
2598,1,0.9067021
2599,0,0.76152325
2600,0,0.83875734
2601,3,0.8728753
2602,3,0.8693536
2603,1,0.90476257
2604,0,0.8818499
2605,1,0.8684808
2606,0,0.90534496
2607,2,0.8267569
2608,0,0.9069163
2609,0,0.8982973
2610,0,0.7214089
2611,0,0.898331
2612,1,0.91315544
2613,0,0.88071
2614,0,0.8837955
2615,1,0.52890617
2616,3,0.85116255
2617,1,0.5211295
2618,3,0.5670429
2619,1,0.88158226
2620,3,0.64507276
2621,2,0.60111624
2622,2,0.6763952
2623,0,0.8994549
2624,1,0.90832424
2625,0,0.76252425
2626,0,0.5897227
2627,3,0.702272
2628,0,0.8872914
2629,1,0.8804171
2630,2,0.46510208
2631,1,0.90681475
2632,1,0.5412853
2633,1,0.6715045
2634,3,0.90020657
2635,1,0.5236646
2636,0,0.9198224
2637,1,0.9236209
2638,1,0.89083177
2639,3,0.73716843
2640,1,0.85490775
2641,1,0.8904898
